Gender,Ethnicity,Age,Condition,Manipulation,Magnitude,Choice,Justification
Male,Hispanic,32,10,2,5,4000.0,At least 2000 more. I am patient enough to wait for more money.. The benefit is worth the wait. I luckily don't need it at this moment.
Male,Caucasian,31,10,2,5,2500.0,"My base line would be 500 more.  Not sure why, but that was my initial reaction.  "
Male,Caucasian,18,10,2,5,2100.0,"Well really anything over $100 would be worth it. I don't need the money now, so it's all good."
Male,Caucasian,39,10,2,5,2025.0,"1 month is a very short time and I would wait the month if it was at least $25 more, I could use the extra cash now but really it would take a month to decide exactly how to spend my the extra money so it would be easy to wait and get even more , then as soon as i received it I would have used the extra time to further research what to do with the money and be more frugal with the money."
Female,Caucasian,28,10,2,5,2250.0,"I am not short on money and therefore do not require my lottery winnings right away for any reason. Further, any money that I won would most likely go into my bank account. I might go out to dinner a couple extra times or buy myself something small, but I would not splurge, so unless the reward difference was really small, I really see no reason to wait. "
Male,African American,22,10,2,5,4000.0,"If it were 2000 more it would be worth waiting. i don't need the money right away, so if it was more i would be willing to wait. i would just need to keep my mind occupied. "
Male,Caucasian,24,10,2,5,2400.0,"My primary reasoning is that in order to be willing to wait a month to receive a reward, the increase in value must be substantial enough to override any value I accrue using the initial reward in the single month I would have to wait. An additional 20 percent seems to me substantial enough that I would be unable, under typical circumstances, to accrue that much value from the original reward."
Male,Caucasian,20,10,2,5,2200.0,Depends on the one month interest rate at which I can invest the 2000 at.  
Male,Caucasian,22,10,2,5,2020.0,"I would wait a month for at least $20. It's only 1% of the overall payment, but a guarantee of free money of any useful amount (In my opinion >$20) is worth a month's wait. "
Male,Caucasian,21,10,2,5,2200.0,3000. A 50 percent bonus should intise anyone. Honestly I am not strapped for cash atm so I would probably take anything over 2200 right now.
Female,Caucasian,24,10,2,5,3000.0,"I would require my idealized personal expenditures budget for that month. If I'm raffling I either have a good enough sense of the social dynamics of the raffle community(and a probable support network), am well off enough not to care, or am lucky and impulsive to begin with.  I'd really like to spend 1000 a month on toys/tools. So there you go. It's also half of that number which may or may not be a coincidence"
Male,Caucasian,33,10,2,5,2500.0,"Well, it would be very nice to get the $2,000 instantly, so it would have to be a pretty significant increase to delay it by one month. One month isn't an overly large period of time, however so I wouldn't expect the payment to double. I would expect it to be about a 25% increase or so."
Male,Caucasian,24,10,2,5,2200.0,I would wait for $2200 because that would be a gain of 10% which is great for interest.
Male,Hispanic,35,10,2,5,2500.0,I have enough money to get me through to the next month and $500 is more than I could get by investing the $2000 for one month.
Female,Caucasian,25,10,2,5,2500.0,I chose that number because I would need more money to pay off the interest that would accrue on the accounts I would want to clear with the raffle money. 
Male,Caucasian,29,10,2,5,2500.0,"Well, I'm dirt poor and unemployed. I could live off $2000 for four months at least. But, I'd be willing to stick it out a bit longer for another month's worth of expenses."
Male,Asian American,20,10,2,5,2500.0,"$500 more, because that's about how much I think I could make by investing it and flipping some items in 2 months. "
Female,Caucasian,31,10,2,5,2400.0,20% ($400) or more increase. less than 5% and you may be better off getting the money and putting it into a short term cd. A 20% increase would be enough to offset the waiting
Male,Asian American,21,10,2,5,2500.0,"I would accept $2,500. I don't really need the money now so I can wait a few weeks for a little more money."
Male,Caucasian,24,10,2,5,5000.0,i would ask for 5000 becaues i need the money now. i need to pay my bills and my car payment 
Male,Caucasian,34,10,2,5,3000.0,"I would need a substantial extra amount for having to wait a month to collect because I would rather have it now, and if I had to wait it should be worth it."
Male,Caucasian,24,10,2,5,2500.0,I'd take more at a later date (1 month specifically) if it was atleast 20% more of the original. If not I'd rather just take the lump sum right away and use it to pay my bills. I'd probably atleast want 2400-2500 to accept it one month later.
Female,Caucasian,21,10,2,5,2800.0,"I would require $2,800 to wait one month to receive payment because I am somewhat in need of money, but if I could add one extra rent payment to the raffle, I would gladly choose to wait."
Female,Caucasian,34,10,2,5,3000.0,"First, I'm generally impatient, so I would prefer the money now. if I had to wait a month, I would want to be generously  compensated for it, as it would have to monetarily be worth my time to wait. For me, an additional $1000 (which could pay off some bills) would be worth the wait. "
Male,Caucasian,35,10,2,5,2200.0,I'd be willing to settle for $2200 to wait a month for my money. A 10% return in one month is a nice return.
Female,Caucasian,33,10,2,5,2300.0,"I would require getting $2,300 in order to make receiving the raffle winnings in one month just as attractive as getting $2,000 now because I could use the extra $300 to pay more of my bills off, but if given less than that it would not be worth waiting an extra month for the money to be given to me. "
Female,Caucasian,34,10,2,5,2500.0,"I would want a quarter of the money plus the additional amount if I had to wait one month for it, partly because I could have invested that money in that month and also as compensation for making me wait."
Male,Caucasian,28,10,2,5,2020.0,"If I'd won the money, it wouldn't be part of my normal budget.  I wouldn't  be expecting the money, so I woulnd't be reliant upon it."
Female,Caucasian,39,10,2,5,2050.0,One month is not a very long time.  I would have no problem waiting that amount of time for even just  a little more money.  After all it's money I didn't have in the first place.
Male,Caucasian,31,10,2,5,2020.0,"I would enough money in one month to outgain whatever interest I could get from the 2000. So even if it were 20 dollars, that would be great!"
Male,Caucasian,33,10,2,5,4000.0,It would have to be at least twice as much. I need the money now so I'd take the $2000 right now. 
Male,Hispanic,30,10,2,5,2100.0,The very minimum I would require to wait 1 month to receive the reward is 2100. I have a little bit of cash saved so I have to immediate need for this reward.
Male,Caucasian,27,10,2,5,2050.0,"I do not require the money now, nor is it a life-changing amount. I would be willing to wait an entire month for as little as $50 more. "
Male,Caucasian,18,10,2,5,2500.0,I want to receive more in 1 month. I can wait to earn more money.
Female,Hispanic,32,10,2,5,2100.0,It would have to be an amount that would be worth waiting a small amount of time for.
Male,Caucasian,25,10,2,5,2100.0,I'm not in immediate need of the money so I could wait and anything more would be a plus.
Female,Caucasian,29,10,2,5,2200.0,"While I could certainly use $2000 and would be more than happy to have it, my need is not so urgent that waiting will harm me."
Male,Other,21,10,2,5,4000.0,$2000 is a useful amount of money. I could do a lot with it now. 
Female,Caucasian,26,10,2,5,3000.0,"I am pretty broke and I desire instant gratificaiton. 2,000 dollars is a lot of money, and I don't think I'd be willing to wait unless I was getting at least half that in return for waiting."
Male,Caucasian,20,10,2,5,3000.0,I would wait a month to accept the money because I have enough money to survive and I have no immediate desire for it.
Male,Caucasian,24,10,2,5,2001.0,Almost any amount as a bonus for waiting one month is attractive.  One month is certainly enough time to wait for an extra 2 grand.
Male,Caucasian,23,10,2,5,2100.0,"I don't need money urgently, and I don't have any major purchases in the near future, so the only benefits to receiving it earlier would be convenience and bank interest."
Male,Asian American,18,10,2,5,2500.0,"I would accept around 500$ more if I had to wait a month. You're basically adding another 20% to your total. Unless I needed the money that instant, I would be willing to wait a month to get more money."
Male,Caucasian,22,10,2,5,2050.0,"At the moment I'm living paycheck to paycheck, but I can still make some small deposits to my savings account.  $50 is enough for a nice dinner or two for me and my wife, and that's all I really want at the moment."
Male,Asian American,22,10,2,5,2500.0,According to inflation if should get 3% / 12 months of the amount of the value would not be worth as muc h as it is today. I would just take the money now unless it's larger than i can get by investing
Male,Caucasian,28,10,2,5,2200.0,"I figure that a 10% increase is a fair amount for that difference in time.  Given that I would likely save it, I don't need a large increase for it to be worth it."
Male,Hispanic,24,10,2,5,2500.0,I would require about an amount of money that would be similar to a month's salary.
Male,Caucasian,37,10,2,5,2500.0,"I think waiting only a month to get more is obviously worth it. Even if it was just $1, it would be worth it."
Male,Caucasian,32,10,2,5,2100.0,I would probably accept anything north of 2100. It's not much more valuable to receive it right away. It might almost be more fun because you would have the month to anticipate all the fun you'll have with the money.
Female,Caucasian,51,10,2,5,2100.0,"It would have to be more than the amount that I think I could get on interest in the bank or investing in the stock market - say more than 5%, since I think I can get that investing in a good dividend stock."
Male,Caucasian,23,10,2,5,4000.0,I would have to get at least double the money to wait one month.
Male,Caucasian,23,10,2,5,2050.0,Depends on the interest rate at the time of receiving the money.
Female,Caucasian,29,10,2,5,4000.0,It would have to be twice as much 4000. Waiting for a month would mean that I could not use it for I wanted right now. 
Male,Caucasian,48,10,2,5,4000.0,"i would take the $2,000 now, unless I could at least double it by waiting. / Me and my family have bills and need money now. / I would however wait for a month for a little extra so I could treat my wife to a nice trip or something."
Female,Caucasian,19,10,2,5,2500.0,To make waiting one month to recieve my money more attractive the ammount it would have to increase would have to be at least $500.
Female,Caucasian,36,10,2,5,100000.0,It would have to be alot of money to make me wait. More than 100k I think.
Female,Caucasian,38,10,2,5,2250.0,I would except to receive more in one month if the amount was at least $2250. I consider this interest earned. I don't have the money now so waiting a month for more would not be an inconvenience.
Female,Caucasian,32,10,2,5,2500.0,"I  would rather have mine now, a lot can happen in a month."
Male,Asian American,29,10,2,5,2200.0,"I don't need the money now, but would prefer to have it in hand.  So, if I would have to wait, I would want to have 10% more.  I don't want to lend money out for no reason."
Male,Asian American,29,10,2,5,25000.0,I would take the 2k b/c I'm so broke right now unless its like 25k in 1 more month i'll wait for that
Female,Caucasian,29,10,2,5,2100.0,"I would want at least $100 more, because I could really use the money now."
Female,Caucasian,19,10,2,5,3000.0,One thousand dollars more.   I feel like that would be adequate enough for me to be able to hold out another month.  I also would not feel as greedy doing this than asking you to double it or something.  
Male,Caucasian,29,10,2,5,2500.0,"I would like to get the money now, if it is not significantly more in a month.  3000 dollars would be very nice.  Perhaps even 2500."
Female,Caucasian,28,10,2,5,2500.0,"One month isn't that long of a time to wait, so if its more than a few hundred dollars than i'd be willing to wait.  If its less than a few hundred dollars than I don't think its worth it and I would just take the 2000."
Male,Caucasian,37,10,2,5,2500.0,i think $500 more would make me wait another nmonth.  that would be a quarter of the total winings.
Male,Caucasian,64,10,2,5,2005.0,I would need to get at least $5 more to wait the extra month before getting the money. The reason why to wait before getting the money is because i could invest it and at least make $5 on my investment.
Female,Caucasian,36,10,2,5,2800.0,$2800. I am very much in need of the money right now and it would take a lot to make me wait longer.
Male,Caucasian,24,10,2,5,4000.0,If I had to wait to get the money than I would want at least double the amount of money because of the long wait.
Male,Caucasian,28,10,2,5,4000.0,"If it is a significant amount of my nominal monthly income, I would consider the 1 month delay option"
Female,African American,20,10,2,5,2500.0,500 dollars more. / it would be worth the wait since i'll be able to get more
Male,Caucasian,71,10,2,5,2500.0,I could't invest the extra money now. / It wouldn't provide sufficient return.
Male,African American,28,10,2,5,3000.0,I think 3000 dollars would make be good enough for me to wait that extra month.
Female,Caucasian,27,10,2,5,2001.0,I would wait for $2001.  It is only a month.  I would rather have more money.
Female,Asian American,22,10,2,5,2500.0,I would have to receive $500 more in order to receive the money in one month. $500 is a significant amount to wait for. 
Male,Caucasian,20,10,2,5,2100.0,If I did not need the money immediately I would most likely wait the month to get more.
Male,Other,19,10,2,5,2200.0,"I chose a number based on the percentage increase in a month. I think that 10 percent increase is the least amount I would take to wait, otherwise it could be invested and potentially make more in that time."
Female,Caucasian,20,10,2,5,2050.0,"It wouldn't take much to make me wait a month for it. To me, regardless of timing, I'd want to get the most available to me. So I would wait a month in order to get $50 more... It's still $50 more than I'd have otherwise."
Male,Hispanic,36,10,2,5,2025.0,Almost any quantity of money that would increase the money to recive by almost 1 dollar a day would be worth waiting for.
Male,Caucasian,21,10,2,5,3500.0,I would take 2000 today unless they offered to do 3500 in one month. Then i believe that would be worth the wait for another 1500 dollars
Male,African American,22,10,2,5,2100.0,Im not currently in immediate need of the money so i wouldn't mind waiting a month for an extra 100 dollars.
Male,Caucasian,27,10,2,5,2250.0,"It needs to be enough that it's not something that I wouldn't notice (2000 is good, 2250 is better)"
Male,Caucasian,19,10,2,5,2200.0,"An extra two hundred dollars is worth waiting for for the reason that in my perspective, that much money is a lot.  "
Male,Hispanic,21,10,2,5,4000.0,"Feel like if I can hold out, the reward will be so much greater."
Male,Caucasian,23,10,2,5,2500.0,"Since the reward is an amount of money i do not need to survive, I would be willing to wait longer for more money than have it right at the very moment.  However, it should increase at least 25% over the course of a month."
Male,Caucasian,18,10,2,5,4000.0,"I would want the amount to be doubled to $4,000. I think that the money being doubled is fair since a month is a pretty long time, especially since you could do a lot with $2,000."
Female,Caucasian,61,10,2,5,4000.0,"I would need at least $923.78 more to wait another month to receive the raffle payment.  It seems like an unrealistic amount, because banks are only giving 1% interest in accounts,  However, if you factor in that the raffle amount is $2000, divided by 4.33 weeks in a month, the average weekly amount is $461.89.  So to be fair, if you double the amount of $461.89, you will be splitting the $2000 with the raffle agents for a month's wait.  If they are not willing to do that, then I would want to have my money immediately."
Male,Caucasian,23,10,2,5,2250.0,"Barring a situation in which I was desperate for money, I would likely be willing to wait for more money."
Female,Caucasian,22,10,2,5,6000.0,"I would have to be offered triple the amount of money.  Six thousand dollars would be good enough for me to wait.  Other than that, I'd want the money right then and there."
Male,Caucasian,33,10,2,5,2500.0,"About 500 bucks. I'd rather spend the money right away, the increase would have to be significant. I make more than that in a week anyway. "
Male,African American,30,10,2,5,2500.0,"I would rather wait for the 1 month because in the long run, I will be getting more money. Having such a large lump sum would be more convenient but getting more money in total is more important. "
Male,African American,34,10,2,5,5000.0,I would wait the month if the amount was 5000 or more . / The reason I would wait for that amount (3000) is because the extra month of wait is about what a month of my bills / so i would want my bills paid for waiting 
Female,Caucasian,28,10,2,5,5000.0,I would want at least twice as much for the wait. and then I wanted to round it to a division of 5. 5k would be worth the wait. 3 k would be a joke because i need money now.
Male,Caucasian,25,10,2,5,2500.0,getting money now is better. 2500 in one month will be fine.
Female,Caucasian,34,10,2,5,5000.0,It would have to be doubled to make it worthwhile to wait. This would like getting interest for waiting. Also this would be an incentive to wait rather than receive payment immediately.
Female,Hispanic,22,10,2,5,2050.0,"Well I don't need $2000 immediately, so delayed gratification would be worth it, even for a small amount. I would not earn much interest on that $2000 in one month, so even a relatively small % would be fine."
Male,Caucasian,22,10,2,5,4000.0,"I would gladly accept the $2,000 prize. I currently am quite low on money and that amount would be of great help, however if the amount doubled to $4,000, then I would have no problem waiting a month."
Male,Caucasian,51,10,2,5,2500.0,I would prefer to recieve my money now. as you don't know what can happen in a month's time thus I request an amount 20 percent higher in the hopes of getting it now
Female,Caucasian,30,10,2,5,3000.0,"The $2000.00 would be very attractive to me right now as I'm behind on bills.  So for me to wait for money, it would have to be at least another $1000, or $3000.00 total (or more)."
Male,Caucasian,33,10,2,5,3000.0,I would take the 2000 or ask for 3000 for the 1 month wait. If I have to wait for money at least it should be a much higher amount. 
Female,Caucasian,22,10,2,5,2100.0,"I would want $100 more to wait a month. I would need some incentive to wait another month, when I could be paying off bills or school right away. If I waited, then I would have more money to do those things with."
Female,Caucasian,41,10,2,5,20000.0,"Two thousand dollars is a great deal of money to me.  I could use that much money right now to help with my household budget.  For me to wait, the amount of money that I would receive would have to be a lot more."
Female,Hispanic,29,10,2,5,2500.0,"Well, being that I have no impending debt, it would not take much for me to consider waiting more than 1 month to receive the payment. 1 month is not that long, after all, and at that point it would appear to be this nice ""surprise""!"
Female,Caucasian,48,10,2,5,2500.0,I would need at leat 2500.00 to make it worth waiting. I think it is the bonus I should receive for agreeing to wait. 
Female,Caucasian,42,10,2,5,3000.0,"I would rather receive the $2,000 now.  It would be worth it to me to wait a month if the amount was $3,000.00. The reason I would rather have the $2,000 now is because you never know what might change in a month - the raffle company could go bankrupt, etc. But, if it were an increased amount in a month, it might be worth the risk."
Female,Caucasian,48,10,2,5,5000.0,"In order to make the money more attractive to me, I would request that the sum be $5,000.  The reason for this is I know of some things I would like to have RIGHT NOW, I could purchase them for less than $2,000 on sale right now, but if I have to wait 30 days, the prices would no longer be on sale and it would require $3,000 to purchase them."
Female,Caucasian,35,10,2,5,3000.0,"It would take another 1,000 for me to wait another month. A 50% increase is worth the wait of one month. I would rather wait a month, because it is more money than I have now and was basically free money."
Male,Caucasian,26,10,2,5,2020.0,I would wait a month for $2020 at the very least. Any less and you would probably be losing money from inflation.
